date,vader_sentiment,finbert_sentiment
2009-04-03,-0.128,0.0
2009-04-06,-0.4588,0.0
2009-04-07,-0.9378,-1.0
2009-04-08,0.7772,1.0
2009-04-09,-0.9226,0.0
2009-04-13,-0.8176,0.0
2009-04-14,-0.8689,-1.0
2009-04-15,-0.7096,-1.0
2009-04-16,-0.8271,-1.0
2009-04-17,0.2942,0.0
2009-04-20,0.5106,-1.0
2009-04-21,0.8522,0.0
2009-04-22,0.69,0.0
2009-04-23,-0.6704,-1.0
2009-04-24,-0.8402,0.0
2009-04-27,-0.906,0.0
2009-04-28,-0.8035,0.0
2009-04-29,-0.2263,-1.0
2009-04-30,-0.9595,0.0
2009-05-01,-0.5267,0.0
2009-05-04,-0.946,-1.0
2009-05-05,-0.7845,0.0
2009-05-06,0.8516,0.0
2009-05-07,0.2732,1.0
2009-05-08,0.5563,0.0
2009-05-11,-0.936,0.0
2009-05-12,0.1759,0.0
2009-05-13,0.807,0.0
2009-05-14,-0.9501,-1.0
2009-05-15,0.7003,0.0
2009-05-18,0.1027,0.0
2009-05-19,-0.7003,-1.0
2009-05-20,-0.9825,-1.0
2009-05-21,-0.9011,-1.0
2009-05-22,-0.872,0.0
2009-05-26,-0.34,-1.0
2009-05-27,-0.8689,-1.0
2009-05-28,0.128,0.0
2009-05-29,0.1761,-1.0
2009-06-01,-0.5423,0.0
2009-06-02,0.34,0.0
2009-06-03,0.0,0.0
2009-06-04,-0.5994,0.0
2009-06-05,-0.4592,0.0
2009-06-08,0.2769,0.0
2009-06-09,-0.893,-1.0
2009-06-10,0.8122,0.0
2009-06-11,-0.8819,-1.0
2009-06-12,0.7351,0.0
2009-06-15,-0.9817,0.0
2009-06-16,0.1926,0.0
2009-06-17,-0.9836,-1.0
2009-06-18,-0.9831,-1.0
2009-06-19,-0.9186,0.0
2009-06-22,-0.2924,0.0
2009-06-23,-0.9732,0.0
2009-06-24,-0.4767,-1.0
2009-06-25,-0.5267,0.0
2009-06-26,0.0,0.0
2009-06-29,-0.2244,0.0
2009-06-30,0.7531,-1.0
2009-07-01,-0.9117,-1.0
2009-07-02,-0.765,0.0
2009-07-06,-0.9628,0.0
2009-07-07,-0.3664,0.0
2009-07-08,-0.9868,0.0
2009-07-09,-0.875,0.0
2009-07-10,-0.9612,-1.0
2009-07-13,-0.9817,-1.0
2009-07-14,-0.9918,-1.0
2009-07-15,-0.9601,0.0
2009-07-16,-0.9287,-1.0
2009-07-17,-0.7906,0.0
2009-07-20,-0.8568,-1.0
2009-07-21,-0.5994,0.0
2009-07-22,-0.8388,-1.0
2009-07-23,-0.946,-1.0
2009-07-24,-0.5982,0.0
2009-07-27,-0.9735,-1.0
2009-07-28,-0.9952,-1.0
2009-07-29,-0.8098,-1.0
2009-07-30,-0.9821,0.0
2009-07-31,-0.8777,0.0
2009-08-03,-0.784,-1.0
2009-08-04,-0.8481,0.0
2009-08-05,-0.8439,0.0
2009-08-06,-0.4374,0.0
2009-08-07,-0.872,-1.0
2009-08-10,-0.9062,-1.0
2009-08-11,-0.8591,-1.0
2009-08-12,-0.765,-1.0
2009-08-13,-0.8519,0.0
2009-08-14,-0.5285,0.0
2009-08-17,-0.6818,0.0
2009-08-18,-0.9179,-1.0
2009-08-19,-0.8779,0.0
2009-08-20,-0.3304,-1.0
2009-08-21,-0.9837,-1.0
2009-08-24,-0.902,-1.0
2009-08-25,-0.936,-1.0
2009-08-26,0.0258,0.0
2009-08-27,-0.3382,0.0
2009-08-28,-0.9393,-1.0
2009-08-31,-0.7579,-1.0
2009-09-01,-0.9274,-1.0
2009-09-02,-0.9582,-1.0
2009-09-03,0.2263,-1.0
2009-09-04,-0.9201,-1.0
2009-09-08,-0.9506,-1.0
2009-09-09,0.7717,0.0
2009-09-10,-0.3553,0.0
2009-09-11,-0.8314,-1.0
2009-09-14,0.9665,0.0
2009-09-15,0.6998,-1.0
2009-09-16,0.7865,-1.0
2009-09-17,-0.9792,0.0
2009-09-18,-0.7717,-1.0
2009-09-21,-0.8041,-1.0
2009-09-22,-0.6908,0.0
2009-09-23,-0.9516,-1.0
2009-09-24,-0.8748,-1.0
2009-09-25,-0.1911,-1.0
2009-09-28,0.2003,0.0
2009-09-29,-0.9365,0.0
2009-09-30,0.5283,0.0
2009-10-01,-0.8934,-1.0
2009-10-02,-0.0258,-1.0
2009-10-05,-0.6378,0.0
2009-10-06,-0.5423,0.0
2009-10-07,-0.9604,-1.0
2009-10-08,-0.5256,-1.0
2009-10-09,-0.8693,-1.0
2009-10-12,0.5987,0.0
2009-10-13,-0.6174,0.0
2009-10-14,-0.8934,-1.0
2009-10-15,-0.9169,0.0
2009-10-16,-0.7906,0.0
2009-10-19,-0.9792,0.0
2009-10-20,0.291,-1.0
2009-10-21,-0.6329,0.0
2009-10-22,0.7579,0.0
2009-10-23,0.2263,0.0
2009-10-26,-0.6486,-1.0
2009-10-27,-0.942,0.0
2009-10-28,-0.5669,0.0
2009-10-29,-0.923,0.0
2009-10-30,-0.5719,-1.0
2009-11-02,-0.9262,-1.0
2009-11-03,-0.7275,0.0
2009-11-04,0.3071,0.0
2009-11-05,-0.8885,-1.0
2009-11-06,-0.9531,-1.0
2009-11-09,-0.4019,-1.0
2009-11-10,-0.6486,0.0
2009-11-11,-0.9624,-1.0
2009-11-12,-0.9888,-1.0
2009-11-13,-0.9282,0.0
2009-11-16,-0.91,-1.0
2009-11-17,-0.6369,-1.0
2009-11-18,-0.9493,0.0
2009-11-19,0.0772,-1.0
2009-11-20,-0.9673,0.0
2009-11-23,-0.7869,-1.0
2009-11-24,-0.1179,0.0
2009-11-25,-0.8271,-1.0
2009-11-27,-0.931,0.0
2009-11-30,-0.9851,-1.0
2009-12-01,-0.9595,-1.0
2009-12-02,-0.9657,-1.0
2009-12-03,-0.6597,0.0
2009-12-04,-0.975,0.0
2009-12-07,-0.128,0.0
2009-12-08,0.1531,0.0
2009-12-09,0.6229,0.0
2009-12-10,-0.9231,-1.0
2009-12-11,-0.5719,0.0
2009-12-14,-0.886,-1.0
2009-12-15,-0.4741,-1.0
2009-12-16,-0.8074,0.0
2009-12-17,-0.9646,-1.0
2009-12-18,-0.9119,0.0
2009-12-21,-0.5719,0.0
2009-12-22,-0.8752,-1.0
2009-12-23,-0.4497,0.0
2009-12-24,-0.5562,-1.0
2009-12-28,0.7388,-1.0
2009-12-29,0.7088,0.0
2009-12-30,-0.6792,-1.0
2009-12-31,-0.9509,-1.0
2010-01-04,-0.9136,-1.0
2010-01-05,-0.9313,-1.0
2010-01-06,-0.9606,-1.0
2010-01-07,-0.81,-1.0
2010-01-08,-0.34,-1.0
2010-01-11,0.2975,0.0
2010-01-12,0.4003,-1.0
2010-01-13,-0.9039,0.0
2010-01-14,-0.9315,0.0
2010-01-15,-0.9181,-1.0
2010-01-19,-0.9523,-1.0
2010-01-20,0.235,0.0
2010-01-21,0.3103,0.0
2010-01-22,-0.9739,-1.0
2010-01-25,-0.7184,0.0
2010-01-26,-0.93,0.0
2010-01-27,-0.7157,0.0
2010-01-28,-0.802,0.0
2010-01-29,-0.9381,-1.0
2010-02-01,-0.8402,-1.0
2010-02-02,0.8885,-1.0
2010-02-03,-0.9231,-1.0
2010-02-04,-0.9091,-1.0
2010-02-05,-0.8296,0.0
2010-02-08,-0.9858,1.0
2010-02-09,-0.9552,-1.0
2010-02-10,-0.2682,-1.0
2010-02-11,-0.8885,-1.0
2010-02-12,-0.11,0.0
2010-02-16,-0.8516,-1.0
2010-02-17,-0.9201,0.0
2010-02-18,-0.7964,-1.0
2010-02-19,-0.8448,0.0
2010-02-22,-0.6036,0.0
2010-02-23,-0.9742,-1.0
2010-02-24,-0.34,0.0
2010-02-25,0.4404,0.0
2010-02-26,0.4685,0.0
2010-03-01,-0.6688,-1.0
2010-03-02,-0.9287,0.0
2010-03-03,0.296,0.0
2010-03-04,-0.743,0.0
2010-03-05,-0.4019,0.0
2010-03-08,-0.8907,-1.0
2010-03-09,-0.4588,0.0
2010-03-10,0.2238,0.0
2010-03-11,-0.9042,-1.0
2010-03-12,-0.5423,0.0
2010-03-15,-0.6369,0.0
2010-03-16,-0.8519,0.0
2010-03-17,0.2263,-1.0
2010-03-18,-0.9315,0.0
2010-03-19,-0.7332,0.0
2010-03-22,-0.9683,-1.0
2010-03-23,-0.2694,0.0
2010-03-24,-0.9735,-1.0
2010-03-25,-0.3786,0.0
2010-03-26,-0.9652,0.0
2010-03-29,-0.8049,-1.0
2010-03-30,0.25,-1.0
2010-03-31,-0.91,0.0
2010-04-01,-0.9598,0.0
2010-04-05,-0.93,0.0
2010-04-06,-0.798,0.0
2010-04-07,-0.8555,0.0
2010-04-08,-0.5229,0.0
2010-04-09,-0.8886,0.0
2010-04-12,0.09,0.0
2010-04-13,-0.0258,0.0
2010-04-14,-0.2732,0.0
2010-04-15,-0.4854,-1.0
2010-04-16,-0.8979,-1.0
2010-04-19,-0.6908,0.0
2010-04-20,-0.6317,0.0
2010-04-21,-0.9744,-1.0
2010-04-22,-0.4939,0.0
2010-04-23,-0.8957,-1.0
2010-04-26,-0.9186,-1.0
2010-04-27,0.34,0.0
2010-04-28,-0.3094,0.0
2010-04-29,-0.9384,-1.0
2010-04-30,-0.9461,0.0
2010-05-03,-0.9477,0.0
2010-05-04,0.0258,-1.0
2010-05-05,-0.9873,-1.0
2010-05-06,-0.0258,-1.0
2010-05-07,-0.9477,-1.0
2010-05-10,-0.9636,0.0
2010-05-11,-0.743,-1.0
2010-05-12,0.5719,-1.0
2010-05-13,0.5321,0.0
2010-05-14,-0.9628,-1.0
2010-05-17,0.3781,-1.0
2010-05-18,-0.3612,-1.0
2010-05-19,-0.9432,-1.0
2010-05-20,-0.836,-1.0
2010-05-21,0.765,0.0
2010-05-24,-0.5859,0.0
2010-05-25,-0.9441,-1.0
2010-05-26,-0.8481,-1.0
2010-05-27,-0.3818,0.0
2010-05-28,-0.6715,-1.0
2010-06-01,-0.0516,0.0
2010-06-02,-0.9643,-1.0
2010-06-03,-0.6808,1.0
2010-06-04,-0.9032,0.0
2010-06-07,-0.9393,0.0
2010-06-08,-0.936,-1.0
2010-06-09,-0.7964,0.0
2010-06-10,-0.6754,0.0
2010-06-11,0.3612,0.0
2010-06-14,-0.6124,0.0
2010-06-15,-0.9788,-1.0
2010-06-16,-0.7964,0.0
2010-06-17,-0.7249,0.0
2010-06-18,-0.9324,0.0
2010-06-21,-0.9498,-1.0
2010-06-22,-0.9768,-1.0
2010-06-23,0.25,0.0
2010-06-24,0.0772,-1.0
2010-06-25,-0.1119,0.0
2010-06-28,-0.6705,0.0
2010-06-29,-0.5574,0.0
2010-06-30,-0.9194,-1.0
2010-07-01,-0.6239,0.0
2010-07-02,-0.504,-1.0
2010-07-06,-0.9493,-1.0
2010-07-07,-0.9403,0.0
2010-07-08,-0.9648,-1.0
2010-07-09,0.2263,-1.0
2010-07-12,-0.9738,-1.0
2010-07-13,-0.7405,-1.0
2010-07-14,-0.7906,-1.0
2010-07-15,0.1759,0.0
2010-07-16,0.3034,0.0
2010-07-19,0.4939,0.0
2010-07-20,0.168,-1.0
2010-07-21,-0.946,0.0
2010-07-22,-0.9282,-1.0
2010-07-23,-0.9802,-1.0
2010-07-26,-0.9694,0.0
2010-07-27,-0.7434,-1.0
2010-07-28,0.0772,-1.0
2010-07-29,-0.9627,-1.0
2010-07-30,-0.9776,-1.0
2010-08-02,-0.6705,-1.0
2010-08-03,-0.5994,-1.0
2010-08-04,-0.9723,-1.0
2010-08-05,-0.9151,-1.0
2010-08-06,-0.9597,-1.0
2010-08-09,0.7412,-1.0
2010-08-10,-0.8591,0.0
2010-08-11,0.1007,-1.0
2010-08-12,-0.765,0.0
2010-08-13,-0.9691,-1.0
2010-08-16,-0.9584,0.0
2010-08-17,-0.2244,0.0
2010-08-18,0.8832,0.0
2010-08-19,-0.128,-1.0
2010-08-20,-0.9403,-1.0
2010-08-23,-0.8316,-1.0
2010-08-24,-0.9032,-1.0
2010-08-25,-0.743,-1.0
2010-08-26,-0.0018,-1.0
2010-08-27,-0.1027,0.0
2010-08-30,-0.872,-1.0
2010-08-31,-0.8442,-1.0
2010-09-01,-0.7845,-1.0
2010-09-02,0.024,0.0
2010-09-03,-0.7906,0.0
2010-09-07,0.9625,0.0
2010-09-08,-0.7716,0.0
2010-09-09,-0.9709,-1.0
2010-09-10,-0.9548,0.0
2010-09-13,-0.9677,-1.0
2010-09-14,-0.9189,0.0
2010-09-15,-0.7964,0.0
2010-09-16,-0.939,0.0
2010-09-17,-0.8974,-1.0
2010-09-20,-0.9614,-1.0
2010-09-21,0.0,-1.0
2010-09-22,-0.1891,-1.0
2010-09-23,-0.7231,0.0
2010-09-24,-0.9698,-1.0
2010-09-27,-0.9392,-1.0
2010-09-28,-0.9287,-1.0
2010-09-29,-0.4295,0.0
2010-09-30,-0.0752,-1.0
2010-10-01,-0.9881,0.0
2010-10-04,-0.9442,-1.0
2010-10-05,-0.9423,-1.0
2010-10-06,0.4767,0.0
2010-10-07,0.9508,0.0
2010-10-08,0.6249,-1.0
2010-10-11,-0.5106,-1.0
2010-10-12,-0.9393,-1.0
2010-10-13,-0.8481,-1.0
2010-10-14,0.8928,0.0
2010-10-15,0.8856,-1.0
2010-10-18,-0.0258,-1.0
2010-10-19,-0.9841,0.0
2010-10-20,-0.8402,0.0
2010-10-21,-0.9638,-1.0
2010-10-22,-0.9631,-1.0
2010-10-25,-0.3979,-1.0
2010-10-26,-0.1129,0.0
2010-10-27,-0.9127,0.0
2010-10-28,-0.6017,-1.0
2010-10-29,-0.8519,0.0
2010-11-01,-0.7096,-1.0
2010-11-02,-0.9364,-1.0
2010-11-03,0.1179,-1.0
2010-11-04,-0.4404,-1.0
2010-11-05,-0.9588,-1.0
2010-11-08,-0.6808,-1.0
2010-11-09,-0.9493,-1.0
2010-11-10,-0.8402,0.0
2010-11-11,0.9001,-1.0
2010-11-12,-0.8591,0.0
2010-11-15,-0.9524,0.0
2010-11-16,0.8122,0.0
2010-11-17,-0.6786,-1.0
2010-11-18,-0.8807,-1.0
2010-11-19,0.91,0.0
2010-11-22,-0.7717,-1.0
2010-11-23,0.9032,0.0
2010-11-24,-0.9661,-1.0
2010-11-26,-0.8817,-1.0
2010-11-29,-0.9204,-1.0
2010-11-30,-0.9413,0.0
2010-12-01,-0.7765,-1.0
2010-12-02,0.7786,0.0
2010-12-03,-0.8494,-1.0
2010-12-06,0.8885,0.0
2010-12-07,-0.8377,-1.0
2010-12-08,-0.3595,-1.0
2010-12-09,0.9201,0.0
2010-12-10,-0.6486,0.0
2010-12-13,-0.9459,-1.0
2010-12-14,-0.9551,-1.0
2010-12-15,-0.3591,-1.0
2010-12-16,-0.2732,-1.0
2010-12-17,-0.5023,0.0
2010-12-20,0.1655,0.0
2010-12-21,-0.9871,0.0
2010-12-22,-0.8639,-1.0
2010-12-23,-0.93,0.0
2010-12-27,0.7009,-1.0
2010-12-28,-0.5093,-1.0
2010-12-29,-0.6858,-1.0
2010-12-30,-0.9723,-1.0
2010-12-31,-0.2732,-1.0
2011-01-03,0.5994,0.0
2011-01-04,-0.34,0.0
2011-01-05,-0.4118,0.0
2011-01-06,-0.4753,-1.0
2011-01-07,-0.4946,-1.0
2011-01-10,-0.9604,-1.0
2011-01-11,-0.8807,-1.0
2011-01-12,-0.9259,0.0
2011-01-13,-0.9042,-1.0
2011-01-14,-0.4588,-1.0
2011-01-18,0.6144,0.0
2011-01-19,-0.6808,-1.0
2011-01-20,-0.9319,0.0
2011-01-21,-0.9723,-1.0
2011-01-24,-0.7346,-1.0
2011-01-25,-0.8369,-1.0
2011-01-26,-0.9412,-1.0
2011-01-27,-0.8934,-1.0
2011-01-28,-0.2869,0.0
2011-01-31,-0.5106,1.0
2011-02-01,0.0258,-1.0
2011-02-02,-0.6124,-1.0
2011-02-03,-0.899,0.0
2011-02-04,0.428,0.0
2011-02-07,-0.7269,0.0
2011-02-08,0.1779,0.0
2011-02-09,-0.6597,0.0
2011-02-10,0.9052,0.0
2011-02-11,-0.6597,0.0
2011-02-14,0.3818,0.0
2011-02-15,-0.9348,-1.0
2011-02-16,-0.5719,-1.0
2011-02-17,-0.5267,-1.0
2011-02-18,-0.7088,-1.0
2011-02-22,-0.9687,-1.0
2011-02-23,-0.9193,-1.0
2011-02-24,-0.2228,-1.0
2011-02-25,-0.886,-1.0
2011-02-28,-0.8951,0.0
2011-03-01,0.8805,-1.0
2011-03-02,-0.7242,0.0
2011-03-03,-0.9186,-1.0
2011-03-04,-0.4033,0.0
2011-03-07,0.1655,0.0
2011-03-08,0.3612,0.0
2011-03-09,-0.9554,-1.0
2011-03-10,-0.1531,0.0
2011-03-11,-0.1779,-1.0
2011-03-14,0.7397,-1.0
2011-03-15,0.2732,0.0
2011-03-16,0.8591,-1.0
2011-03-17,0.2732,-1.0
2011-03-18,-0.6972,1.0
2011-03-21,-0.936,-1.0
2011-03-22,-0.9552,-1.0
2011-03-23,-0.8225,-1.0
2011-03-24,-0.9571,0.0
2011-03-25,0.836,-1.0
2011-03-28,-0.9839,-1.0
2011-03-29,-0.8625,-1.0
2011-03-30,0.0,-1.0
2011-03-31,-0.9544,0.0
2011-04-01,-0.8126,-1.0
2011-04-04,-0.9607,0.0
2011-04-05,-0.9246,0.0
2011-04-06,-0.8999,-1.0
2011-04-07,-0.9168,-1.0
2011-04-08,0.617,0.0
2011-04-11,-0.0258,-1.0
2011-04-12,-0.9818,-1.0
2011-04-13,0.5423,0.0
2011-04-14,-0.8984,-1.0
2011-04-15,-0.9371,-1.0
2011-04-18,-0.3612,-1.0
2011-04-19,-0.3369,0.0
2011-04-20,-0.9413,-1.0
2011-04-21,-0.7506,-1.0
2011-04-25,-0.9136,-1.0
2011-04-26,0.8221,-1.0
2011-04-27,-0.5423,-1.0
2011-04-28,0.2946,-1.0
2011-04-29,-0.1779,-1.0
2011-05-02,-0.9118,0.0
2011-05-03,-0.34,-1.0
2011-05-04,-0.8187,0.0
2011-05-05,-0.8519,0.0
2011-05-06,0.2732,-1.0
2011-05-09,-0.9001,-1.0
2011-05-10,-0.9217,0.0
2011-05-11,-0.6249,-1.0
2011-05-12,-0.8934,1.0
2011-05-13,-0.3182,-1.0
2011-05-16,-0.2672,-1.0
2011-05-17,-0.1779,-1.0
2011-05-18,0.8834,-1.0
2011-05-19,0.5106,-1.0
2011-05-20,0.5526,-1.0
2011-05-23,-0.9839,-1.0
2011-05-24,-0.9595,-1.0
2011-05-25,-0.9716,-1.0
2011-05-26,-0.7717,-1.0
2011-05-27,0.6588,-1.0
2011-05-31,-0.9904,-1.0
2011-06-01,-0.9896,-1.0
2011-06-02,-0.9519,-1.0
2011-06-03,-0.8687,-1.0
2011-06-06,-0.7906,-1.0
2011-06-07,-0.7003,0.0
2011-06-08,0.4215,1.0
2011-06-09,-0.9136,-1.0
2011-06-10,-0.8658,-1.0
2011-06-13,-0.9756,-1.0
2011-06-14,-0.8225,-1.0
2011-06-15,-0.8278,0.0
2011-06-16,-0.8316,0.0
2011-06-17,-0.9523,-1.0
2011-06-20,-0.9633,-1.0
2011-06-21,-0.2263,0.0
2011-06-22,-0.9432,-1.0
2011-06-23,-0.347,-1.0
2011-06-24,-0.93,-1.0
2011-06-27,-0.6872,-1.0
2011-06-28,0.3595,-1.0
2011-06-29,-0.3612,-1.0
2011-06-30,-0.7269,-1.0
2011-07-01,-0.9623,0.0
2011-07-05,-0.9517,-1.0
2011-07-06,-0.9186,-1.0
2011-07-07,-0.4215,-1.0
2011-07-08,-0.9118,-1.0
2011-07-11,-0.0516,-1.0
2011-07-12,-0.504,-1.0
2011-07-13,0.4404,-1.0
2011-07-14,-0.9808,-1.0
2011-07-15,-0.9458,-1.0
2011-07-18,0.128,-1.0
2011-07-19,-0.8422,-1.0
2011-07-20,0.2339,0.0
2011-07-21,-0.6115,0.0
2011-07-22,-0.9001,-1.0
2011-07-25,0.0754,-1.0
2011-07-26,0.1027,0.0
2011-07-27,-0.9429,-1.0
2011-07-28,-0.9455,-1.0
2011-07-29,-0.8126,-1.0
2011-08-01,-0.6444,-1.0
2011-08-02,-0.7783,-1.0
2011-08-03,-0.7351,-1.0
2011-08-04,-0.901,-1.0
2011-08-05,-0.9442,-1.0
2011-08-08,0.0261,-1.0
2011-08-09,-0.8465,-1.0
2011-08-10,-0.6293,-1.0
2011-08-11,-0.8158,-1.0
2011-08-12,-0.9484,0.0
2011-08-15,-0.34,-1.0
2011-08-16,-0.8979,-1.0
2011-08-17,-0.9201,0.0
2011-08-18,-0.4767,0.0
2011-08-19,-0.6486,-1.0
2011-08-22,0.2992,0.0
2011-08-23,0.2023,0.0
2011-08-24,-0.6524,-1.0
2011-08-25,-0.4019,-1.0
2011-08-26,-0.9698,-1.0
2011-08-29,-0.7717,-1.0
2011-08-30,0.34,0.0
2011-08-31,-0.9538,-1.0
2011-09-01,-0.9349,-1.0
2011-09-02,-0.6705,-1.0
2011-09-06,-0.836,-1.0
2011-09-07,-0.4767,-1.0
2011-09-08,-0.1779,-1.0
2011-09-09,-0.9826,0.0
2011-09-12,-0.6597,-1.0
2011-09-13,0.4939,1.0
2011-09-14,-0.9612,-1.0
2011-09-15,-0.836,-1.0
2011-09-16,0.7992,0.0
2011-09-19,0.7003,-1.0
2011-09-20,-0.9153,-1.0
2011-09-21,-0.958,-1.0
2011-09-22,-0.872,-1.0
2011-09-23,-0.9682,-1.0
2011-09-26,-0.802,-1.0
2011-09-27,-0.7096,0.0
2011-09-28,-0.862,-1.0
2011-09-29,-0.8225,-1.0
2011-09-30,-0.2732,0.0
2011-10-03,-0.8225,0.0
2011-10-04,-0.4359,0.0
2011-10-05,-0.8074,-1.0
2011-10-06,-0.8962,-1.0
2011-10-07,-0.8934,0.0
2011-10-10,-0.9772,-1.0
2011-10-11,-0.7003,-1.0
2011-10-12,-0.9274,-1.0
2011-10-13,-0.9776,-1.0
2011-10-14,-0.8979,-1.0
2011-10-17,-0.9118,-1.0
2011-10-18,-0.4657,-1.0
2011-10-19,0.5859,-1.0
2011-10-20,-0.9432,-1.0
2011-10-21,-0.0258,-1.0
2011-10-24,-0.9517,-1.0
