date,vader_sentiment,finbert_sentiment
2011-10-25,0.25,-1.0
2011-10-26,-0.891,-1.0
2011-10-27,-0.872,-1.0
2011-10-28,-0.7579,-1.0
2011-10-31,-0.636,-1.0
2011-11-01,-0.1511,0.0
2011-11-02,-0.6597,-1.0
2011-11-03,-0.9382,-1.0
2011-11-04,0.6908,-1.0
2011-11-07,-0.978,-1.0
2011-11-08,-0.7506,-1.0
2011-11-09,-0.8965,-1.0
2011-11-10,-0.8957,0.0
2011-11-11,-0.6319,-1.0
2011-11-14,-0.9269,-1.0
2011-11-15,-0.8658,-1.0
2011-11-16,-0.4847,-1.0
2011-11-17,-0.921,-1.0
2011-11-18,-0.9552,-1.0
2011-11-21,-0.9834,-1.0
2011-11-22,-0.1757,-1.0
2011-11-23,-0.9451,-1.0
2011-11-25,-0.816,-1.0
2011-11-28,0.5057,-1.0
2011-11-29,-0.9117,-1.0
2011-11-30,-0.9118,-1.0
2011-12-01,-0.9134,-1.0
2011-12-02,0.0258,-1.0
2011-12-05,-0.689,-1.0
2011-12-06,0.8316,-1.0
2011-12-07,0.1779,-1.0
2011-12-08,-0.9118,-1.0
2011-12-09,-0.743,-1.0
2011-12-12,-0.8591,0.0
2011-12-13,-0.34,-1.0
2011-12-14,-0.9001,-1.0
2011-12-15,-0.7227,-1.0
2011-12-16,-0.7901,-1.0
2011-12-19,-0.8675,0.0
2011-12-20,-0.8555,-1.0
2011-12-21,-0.9451,-1.0
2011-12-22,-0.9729,0.0
2011-12-23,0.8807,-1.0
2011-12-27,-0.9595,-1.0
2011-12-28,-0.9655,-1.0
2011-12-29,-0.4883,1.0
2011-12-30,-0.4588,-1.0
2012-01-03,-0.7628,-1.0
2012-01-04,-0.8074,-1.0
2012-01-05,-0.9585,-1.0
2012-01-06,0.6124,0.0
2012-01-09,-0.8402,-1.0
2012-01-10,-0.9022,-1.0
2012-01-11,-0.9349,-1.0
2012-01-12,-0.9169,-1.0
2012-01-13,-0.9022,-1.0
2012-01-17,0.4367,0.0
2012-01-18,-0.8402,-1.0
2012-01-19,-0.8779,-1.0
2012-01-20,-0.8268,-1.0
2012-01-23,-0.9022,0.0
2012-01-24,-0.9488,-1.0
2012-01-25,-0.4404,-1.0
2012-01-26,-0.6705,-1.0
2012-01-27,-0.1779,-1.0
2012-01-30,0.836,1.0
2012-01-31,-0.5784,-1.0
2012-02-01,0.3045,-1.0
2012-02-02,-0.6908,-1.0
2012-02-03,-0.9172,-1.0
2012-02-06,-0.979,-1.0
2012-02-07,-0.836,-1.0
2012-02-08,-0.5571,-1.0
2012-02-09,-0.9382,-1.0
2012-02-10,-0.8977,-1.0
2012-02-13,-0.8834,0.0
2012-02-14,-0.2471,0.0
2012-02-15,-0.5574,-1.0
2012-02-16,-0.9225,-1.0
2012-02-17,-0.8555,-1.0
2012-02-21,-0.9582,-1.0
2012-02-22,-0.6597,-1.0
2012-02-23,-0.4588,-1.0
2012-02-24,-0.9818,-1.0
2012-02-27,-0.69,0.0
2012-02-28,-0.25,-1.0
2012-02-29,-0.872,-1.0
2012-03-01,-0.9468,0.0
2012-03-02,-0.9349,0.0
2012-03-05,-0.8624,-1.0
2012-03-06,-0.7269,-1.0
2012-03-07,0.78,-1.0
2012-03-08,-0.9538,-1.0
2012-03-09,0.4951,0.0
2012-03-12,-0.8481,-1.0
2012-03-13,-0.872,-1.0
2012-03-14,-0.9732,-1.0
2012-03-15,-0.9186,-1.0
2012-03-16,-0.8402,-1.0
2012-03-19,0.5574,-1.0
2012-03-20,-0.4588,-1.0
2012-03-21,-0.34,-1.0
2012-03-22,-0.9638,-1.0
2012-03-23,-0.8957,-1.0
2012-03-26,0.6249,0.0
2012-03-27,-0.7845,0.0
2012-03-28,-0.9001,-1.0
2012-03-29,-0.9506,0.0
2012-03-30,-0.9898,-1.0
2012-04-02,-0.4576,0.0
2012-04-03,-0.9201,-1.0
2012-04-04,-0.8625,-1.0
2012-04-05,0.2263,-1.0
2012-04-09,-0.7236,0.0
2012-04-10,-0.886,-1.0
2012-04-11,0.8712,-1.0
2012-04-12,-0.4767,-1.0
2012-04-13,-0.8665,-1.0
2012-04-16,-0.9557,-1.0
2012-04-17,-0.9769,-1.0
2012-04-18,-0.7184,0.0
2012-04-19,-0.9703,-1.0
2012-04-20,-0.6555,-1.0
2012-04-23,-0.9776,0.0
2012-04-24,0.765,-1.0
2012-04-25,-0.8115,-1.0
2012-04-26,-0.4215,-1.0
2012-04-27,-0.9686,-1.0
2012-04-30,0.4019,0.0
2012-05-01,-0.9203,-1.0
2012-05-02,-0.8126,-1.0
2012-05-03,-0.8225,0.0
2012-05-04,-0.9333,-1.0
2012-05-07,-0.3182,0.0
2012-05-08,0.5859,0.0
2012-05-09,0.7251,0.0
2012-05-10,-0.6808,0.0
2012-05-11,-0.7845,-1.0
2012-05-14,-0.2732,-1.0
2012-05-15,0.3451,-1.0
2012-05-16,-0.8402,-1.0
2012-05-17,-0.8815,0.0
2012-05-18,-0.5994,0.0
2012-05-21,-0.9545,-1.0
2012-05-22,-0.9584,-1.0
2012-05-23,-0.8214,-1.0
2012-05-24,0.2733,0.0
2012-05-25,0.7845,0.0
2012-05-29,-0.7845,-1.0
2012-05-30,-0.802,-1.0
2012-05-31,0.0772,-1.0
2012-06-01,-0.9578,-1.0
2012-06-04,-0.2263,-1.0
2012-06-05,0.4939,-1.0
2012-06-06,-0.8979,-1.0
2012-06-07,-0.6705,-1.0
2012-06-08,-0.7269,-1.0
2012-06-11,-0.128,-1.0
2012-06-12,0.5256,0.0
2012-06-13,-0.6249,-1.0
2012-06-14,0.7783,-1.0
2012-06-15,-0.5574,0.0
2012-06-18,-0.9081,-1.0
2012-06-19,0.5423,-1.0
2012-06-20,-0.6249,0.0
2012-06-21,0.802,-1.0
2012-06-22,0.5859,0.0
2012-06-25,-0.8126,0.0
2012-06-26,-0.9001,-1.0
2012-06-27,-0.917,-1.0
2012-06-28,-0.6486,0.0
2012-06-29,-0.9287,-1.0
2012-07-02,0.6369,0.0
2012-07-03,-0.4164,-1.0
2012-07-05,-0.7783,-1.0
2012-07-06,-0.6249,-1.0
2012-07-09,-0.8074,-1.0
2012-07-10,0.4926,0.0
2012-07-11,-0.9403,-1.0
2012-07-12,-0.6705,-1.0
2012-07-13,-0.9739,-1.0
2012-07-16,-0.9643,-1.0
2012-07-17,0.3612,0.0
2012-07-18,-0.946,-1.0
2012-07-19,-0.7269,-1.0
2012-07-20,-0.7845,0.0
2012-07-23,-0.6908,-1.0
2012-07-24,-0.9182,-1.0
2012-07-25,-0.7973,-1.0
2012-07-26,-0.9321,-1.0
2012-07-27,-0.7717,-1.0
2012-07-30,-0.9681,-1.0
2012-07-31,-0.9136,-1.0
2012-08-01,-0.8225,0.0
2012-08-02,-0.8147,0.0
2012-08-03,0.6486,-1.0
2012-08-06,-0.2481,-1.0
2012-08-07,-0.8779,-1.0
2012-08-08,-0.3182,-1.0
2012-08-09,0.5719,-1.0
2012-08-10,-0.9626,-1.0
2012-08-13,-0.6808,-1.0
2012-08-14,-0.9246,-1.0
2012-08-15,-0.5267,1.0
2012-08-16,-0.9413,-1.0
2012-08-17,-0.8331,-1.0
2012-08-20,-0.8885,-1.0
2012-08-21,-0.9706,-1.0
2012-08-22,-0.765,-1.0
2012-08-23,-0.7717,-1.0
2012-08-24,0.4019,-1.0
2012-08-27,-0.9413,-1.0
2012-08-28,-0.7178,0.0
2012-08-29,-0.9001,-1.0
2012-08-30,-0.9595,-1.0
2012-08-31,0.791,-1.0
2012-09-04,-0.8834,-1.0
2012-09-05,-0.5859,-1.0
2012-09-06,-0.9331,0.0
2012-09-07,-0.9776,-1.0
2012-09-10,-0.34,0.0
2012-09-11,-0.34,-1.0
2012-09-12,-0.9325,-1.0
2012-09-13,-0.4442,-1.0
2012-09-14,-0.8519,-1.0
2012-09-17,-0.835,-1.0
2012-09-18,0.4404,1.0
2012-09-19,-0.9081,-1.0
2012-09-20,-0.8908,-1.0
2012-09-21,-0.8412,-1.0
2012-09-24,-0.9706,-1.0
2012-09-25,0.6597,0.0
2012-09-26,0.9565,0.0
2012-09-27,0.9341,-1.0
2012-09-28,-0.6486,0.0
2012-10-01,-0.8625,0.0
2012-10-02,-0.9796,-1.0
2012-10-03,-0.7964,0.0
2012-10-04,-0.8126,0.0
2012-10-05,-0.2732,0.0
2012-10-08,-0.7351,-1.0
2012-10-09,-0.9726,-1.0
2012-10-10,-0.9761,-1.0
2012-10-11,-0.8807,-1.0
2012-10-12,0.128,0.0
2012-10-15,-0.9607,-1.0
2012-10-16,-0.9856,0.0
2012-10-17,-0.9783,-1.0
2012-10-18,-0.9485,-1.0
2012-10-19,-0.7521,0.0
2012-10-22,-0.9217,-1.0
2012-10-23,-0.836,-1.0
2012-10-24,-0.9584,-1.0
2012-10-25,-0.93,-1.0
2012-10-26,-0.8934,-1.0
2012-10-31,0.5267,0.0
2012-11-01,-0.8974,-1.0
2012-11-02,-0.9595,-1.0
2012-11-05,-0.9643,-1.0
2012-11-06,-0.5859,-1.0
2012-11-07,0.3182,-1.0
2012-11-08,-0.6249,-1.0
2012-11-09,-0.9769,-1.0
2012-11-12,0.3348,0.0
2012-11-13,-0.8942,-1.0
2012-11-14,-0.836,-1.0
2012-11-15,-0.9572,-1.0
2012-11-16,-0.9217,-1.0
2012-11-19,-0.9666,-1.0
2012-11-20,-0.9803,-1.0
2012-11-21,-0.9584,-1.0
2012-11-23,-0.7184,0.0
2012-11-26,-0.981,-1.0
2012-11-27,-0.9393,-1.0
2012-11-28,-0.7964,-1.0
2012-11-29,0.2263,-1.0
2012-11-30,-0.9274,0.0
2012-12-03,-0.6369,1.0
2012-12-04,-0.802,0.0
2012-12-05,-0.9532,-1.0
2012-12-06,-0.891,-1.0
2012-12-07,-0.4767,0.0
2012-12-10,-0.8979,-1.0
2012-12-11,-0.9118,-1.0
2012-12-12,-0.5574,0.0
2012-12-13,-0.9429,-1.0
2012-12-14,-0.8225,-1.0
2012-12-17,-0.8911,-1.0
2012-12-18,-0.7506,-1.0
2012-12-19,-0.3182,-1.0
2012-12-20,-0.959,-1.0
2012-12-21,-0.5574,-1.0
2012-12-24,-0.9741,-1.0
2012-12-26,-0.9538,-1.0
2012-12-27,-0.9705,-1.0
2012-12-28,-0.9829,-1.0
2012-12-31,-0.8807,-1.0
2013-01-02,-0.1531,1.0
2013-01-03,0.2023,0.0
2013-01-04,-0.9623,0.0
2013-01-07,-0.9682,-1.0
2013-01-08,0.2283,0.0
2013-01-09,-0.9274,-1.0
2013-01-10,-0.8807,-1.0
2013-01-11,-0.9686,-1.0
2013-01-14,-0.9796,0.0
2013-01-15,-0.7783,-1.0
2013-01-16,-0.802,-1.0
2013-01-17,-0.4767,-1.0
2013-01-18,-0.6757,-1.0
2013-01-22,0.6597,-1.0
2013-01-23,-0.7755,-1.0
2013-01-24,-0.8126,-1.0
2013-01-25,0.8588,-1.0
2013-01-28,-0.8519,-1.0
2013-01-29,-0.6705,0.0
2013-01-30,-0.34,0.0
2013-01-31,-0.2732,0.0
2013-02-01,-0.9538,0.0
2013-02-04,-0.4926,0.0
2013-02-05,-0.5719,0.0
2013-02-06,0.1531,0.0
2013-02-07,0.3182,0.0
2013-02-08,-0.925,-1.0
2013-02-11,-0.8402,0.0
2013-02-12,-0.9652,-1.0
2013-02-13,-0.6562,-1.0
2013-02-14,-0.8481,-1.0
2013-02-15,-0.5267,0.0
2013-02-19,-0.3612,-1.0
2013-02-20,-0.959,-1.0
2013-02-21,0.8271,-1.0
2013-02-22,-0.9337,-1.0
2013-02-25,-0.9231,0.0
2013-02-26,-0.296,0.0
2013-02-27,-0.9858,-1.0
2013-02-28,-0.8625,-1.0
2013-03-01,-0.5106,0.0
2013-03-04,-0.6486,-1.0
2013-03-05,-0.8625,-1.0
2013-03-06,-0.5106,-1.0
2013-03-07,-0.7351,0.0
2013-03-08,-0.1027,-1.0
2013-03-11,-0.7269,-1.0
2013-03-12,-0.7845,-1.0
2013-03-13,-0.8415,-1.0
2013-03-14,0.2263,0.0
2013-03-15,0.91,-1.0
2013-03-18,-0.9719,-1.0
2013-03-19,-0.9924,-1.0
2013-03-20,-0.9686,-1.0
2013-03-21,-0.7978,-1.0
2013-03-22,0.0258,0.0
2013-03-25,-0.8689,0.0
2013-03-26,-0.7655,-1.0
2013-03-27,0.0516,-1.0
2013-03-28,-0.9509,0.0
2013-04-01,-0.802,-1.0
2013-04-02,-0.228,-1.0
2013-04-03,0.6597,0.0
2013-04-04,-0.9531,-1.0
2013-04-05,-0.7003,-1.0
2013-04-08,-0.8126,0.0
2013-04-09,-0.5267,-1.0
2013-04-10,-0.8885,-1.0
2013-04-11,-0.6531,-1.0
2013-04-12,0.9808,0.0
2013-04-15,-0.0772,0.0
2013-04-16,-0.9325,-1.0
2013-04-17,0.5233,-1.0
2013-04-18,-0.9741,-1.0
2013-04-19,0.9208,0.0
2013-04-22,-0.9349,-1.0
2013-04-23,-0.939,-1.0
2013-04-24,-0.8555,-1.0
2013-04-25,-0.9485,0.0
2013-04-26,-0.8625,0.0
2013-04-29,-0.9719,-1.0
2013-04-30,0.0516,-1.0
2013-05-01,-0.7807,0.0
2013-05-02,-0.8957,0.0
2013-05-03,-0.9379,-1.0
2013-05-06,-0.955,0.0
2013-05-07,-0.9673,-1.0
2013-05-08,-0.7906,0.0
2013-05-09,-0.6369,-1.0
2013-05-10,-0.9186,-1.0
2013-05-13,-0.9828,-1.0
2013-05-14,-0.836,0.0
2013-05-15,-0.9423,-1.0
2013-05-16,-0.92,-1.0
2013-05-17,-0.9001,-1.0
2013-05-20,0.5106,-1.0
2013-05-21,0.4576,-1.0
2013-05-22,-0.8097,0.0
2013-05-23,-0.6808,-1.0
2013-05-24,-0.9485,-1.0
2013-05-28,-0.9538,-1.0
2013-05-29,0.8625,-1.0
2013-05-30,-0.9274,-1.0
2013-05-31,0.6369,-1.0
2013-06-03,-0.9829,-1.0
2013-06-04,-0.8122,-1.0
2013-06-05,-0.93,-1.0
2013-06-06,-0.8294,-1.0
2013-06-07,-0.1027,0.0
2013-06-10,0.1779,0.0
2013-06-11,-0.7003,-1.0
2013-06-12,-0.5574,0.0
2013-06-13,-0.7537,0.0
2013-06-14,-0.4404,0.0
2013-06-17,-0.9382,-1.0
2013-06-18,-0.9136,-1.0
2013-06-19,-0.8481,-1.0
2013-06-20,-0.9657,-1.0
2013-06-21,-0.2481,0.0
2013-06-24,-0.9382,0.0
2013-06-25,-0.8126,-1.0
2013-06-26,-0.9702,-1.0
2013-06-27,-0.8442,-1.0
2013-06-28,-0.9457,-1.0
2013-07-01,0.7964,-1.0
2013-07-02,-0.9287,-1.0
2013-07-03,-0.9136,-1.0
2013-07-05,-0.2928,-1.0
2013-07-08,-0.5848,-1.0
2013-07-09,-0.4964,-1.0
2013-07-10,-0.7351,-1.0
2013-07-11,-0.6808,-1.0
2013-07-12,0.9524,0.0
2013-07-15,0.8519,0.0
2013-07-16,0.6472,-1.0
2013-07-17,-0.9153,-1.0
2013-07-18,-0.5854,0.0
2013-07-19,-0.9666,-1.0
2013-07-22,-0.8555,-1.0
2013-07-23,-0.9313,-1.0
2013-07-24,-0.7269,-1.0
2013-07-25,0.5423,-1.0
2013-07-26,0.4404,0.0
2013-07-29,0.105,0.0
2013-07-30,-0.8979,1.0
2013-07-31,-0.9274,-1.0
2013-08-01,-0.2263,-1.0
2013-08-02,0.8588,-1.0
2013-08-05,-0.8555,-1.0
2013-08-06,-0.7506,-1.0
2013-08-07,0.9201,0.0
2013-08-08,-0.877,-1.0
2013-08-09,-0.775,-1.0
2013-08-12,-0.7845,-1.0
2013-08-13,-0.8405,-1.0
2013-08-14,-0.8979,-1.0
2013-08-15,-0.9618,-1.0
2013-08-16,-0.2631,0.0
2013-08-19,-0.9661,-1.0
2013-08-20,-0.875,-1.0
2013-08-21,-0.3891,-1.0
2013-08-22,-0.9919,-1.0
2013-08-23,-0.7026,-1.0
2013-08-26,0.7964,-1.0
2013-08-27,-0.0258,-1.0
2013-08-28,0.8402,1.0
2013-08-29,-0.9595,0.0
2013-08-30,-0.9698,-1.0
2013-09-03,0.8464,0.0
2013-09-04,-0.9734,-1.0
2013-09-05,-0.9604,0.0
2013-09-06,-0.5267,-1.0
2013-09-09,-0.7971,-1.0
2013-09-10,-0.9789,-1.0
2013-09-11,0.8393,0.0
2013-09-12,-0.6808,-1.0
2013-09-13,-0.981,-1.0
2013-09-16,-0.6486,-1.0
2013-09-17,-0.216,-1.0
2013-09-18,-0.4215,-1.0
2013-09-19,-0.8625,-1.0
2013-09-20,-0.5106,0.0
2013-09-23,-0.8271,-1.0
2013-09-24,-0.8014,-1.0
2013-09-25,-0.9217,-1.0
2013-09-26,0.8622,0.0
2013-09-27,-0.9723,-1.0
2013-09-30,-0.7804,0.0
2013-10-01,0.0253,0.0
2013-10-02,-0.9136,-1.0
2013-10-03,-0.802,-1.0
2013-10-04,0.3597,-1.0
2013-10-07,-0.9547,-1.0
2013-10-08,0.7269,0.0
2013-10-09,0.4019,0.0
2013-10-10,-0.9201,-1.0
2013-10-11,-0.4767,0.0
2013-10-14,-0.7351,0.0
2013-10-15,-0.5994,0.0
2013-10-16,-0.7326,0.0
2013-10-17,-0.7845,0.0
2013-10-18,-0.8081,-1.0
2013-10-21,-0.8126,-1.0
2013-10-22,-0.9538,-1.0
2013-10-23,-0.8689,-1.0
2013-10-24,-0.4404,-1.0
2013-10-25,-0.9169,-1.0
2013-10-28,-0.7351,-1.0
2013-10-29,0.7717,-1.0
2013-10-30,-0.9364,-1.0
2013-10-31,-0.9516,-1.0
2013-11-01,0.5859,0.0
2013-11-04,-0.9517,-1.0
2013-11-05,-0.9606,0.0
2013-11-06,-0.34,0.0
2013-11-07,-0.7269,0.0
2013-11-08,0.9081,-1.0
2013-11-11,-0.4019,-1.0
2013-11-12,-0.9852,-1.0
2013-11-13,-0.6369,-1.0
2013-11-14,-0.9877,-1.0
2013-11-15,-0.5574,-1.0
2013-11-18,-0.8655,-1.0
2013-11-19,-0.9565,-1.0
2013-11-20,-0.3818,0.0
2013-11-21,0.6597,-1.0
2013-11-22,0.6486,0.0
2013-11-25,-0.8591,-1.0
2013-11-26,-0.9517,0.0
2013-11-27,-0.5719,-1.0
2013-11-29,-0.836,0.0
2013-12-02,-0.9041,-1.0
2013-12-03,-0.8402,0.0
2013-12-04,-0.9809,-1.0
2013-12-05,-0.9666,0.0
2013-12-06,-0.8481,-1.0
2013-12-09,-0.3612,-1.0
2013-12-10,-0.7906,0.0
2013-12-11,-0.9102,-1.0
2013-12-12,-0.9759,-1.0
2013-12-13,-0.91,-1.0
2013-12-16,-0.6369,0.0
2013-12-17,0.5423,-1.0
2013-12-18,-0.5627,-1.0
2013-12-19,-0.8225,-1.0
2013-12-20,-0.9794,-1.0
2013-12-23,-0.9712,-1.0
2013-12-24,-0.4588,-1.0
2013-12-26,-0.8481,0.0
2013-12-27,0.8442,0.0
2013-12-30,-0.9773,-1.0
2013-12-31,-0.7269,0.0
2014-01-02,-0.9593,-1.0
2014-01-03,-0.9536,-1.0
2014-01-06,-0.91,-1.0
2014-01-07,-0.891,-1.0
2014-01-08,0.5898,-1.0
2014-01-09,-0.743,-1.0
2014-01-10,-0.9485,-1.0
2014-01-13,0.9217,0.0
2014-01-14,-0.8516,-1.0
2014-01-15,-0.5994,0.0
2014-01-16,-0.9721,-1.0
2014-01-17,-0.4019,-1.0
2014-01-21,-0.7959,-1.0
2014-01-22,-0.8137,0.0
2014-01-23,-0.9776,-1.0
2014-01-24,-0.93,0.0
2014-01-27,-0.2023,-1.0
2014-01-28,-0.5994,-1.0
2014-01-29,0.0516,-1.0
2014-01-30,-0.8934,-1.0
2014-01-31,-0.91,-1.0
2014-02-03,-0.9595,-1.0
2014-02-04,-0.9732,-1.0
2014-02-05,-0.6705,0.0
2014-02-06,0.296,-1.0
2014-02-07,0.7087,-1.0
2014-02-10,-0.9275,-1.0
2014-02-11,-0.9349,-1.0
2014-02-12,0.0854,-1.0
2014-02-13,-0.8271,-1.0
2014-02-14,-0.4767,-1.0
2014-02-18,-0.9164,0.0
2014-02-19,-0.984,-1.0
2014-02-20,-0.8176,-1.0
2014-02-21,-0.7689,-1.0
2014-02-24,-0.9559,0.0
2014-02-25,0.7003,-1.0
2014-02-26,-0.9524,-1.0
2014-02-27,0.7579,0.0
2014-02-28,-0.9022,-1.0
2014-03-03,0.0,-1.0
2014-03-04,-0.836,-1.0
2014-03-05,-0.9493,-1.0
2014-03-06,-0.7003,-1.0
2014-03-07,-0.09,-1.0
2014-03-10,-0.6486,-1.0
2014-03-11,-0.886,-1.0
2014-03-12,-0.886,-1.0
2014-03-13,-0.9231,0.0
2014-03-14,0.6343,-1.0
2014-03-17,-0.1477,0.0
2014-03-18,-0.1027,0.0
2014-03-19,-0.8808,-1.0
2014-03-20,-0.3612,0.0
2014-03-21,0.5719,0.0
2014-03-24,-0.6808,-1.0
2014-03-25,-0.7713,-1.0
2014-03-26,0.024,-1.0
2014-03-27,-0.7958,-1.0
2014-03-28,-0.5994,0.0
2014-03-31,0.5267,-1.0
2014-04-01,-0.946,-1.0
2014-04-02,-0.9022,-1.0
2014-04-03,-0.9349,1.0
2014-04-04,-0.8481,-1.0
2014-04-07,-0.91,-1.0
2014-04-08,-0.6616,0.0
2014-04-09,-0.6597,-1.0
2014-04-10,-0.6124,0.0
2014-04-11,0.8934,0.0
2014-04-14,0.7579,0.0
2014-04-15,0.7964,0.0
2014-04-16,-0.3612,-1.0
2014-04-17,-0.4404,0.0
2014-04-21,-0.6249,-1.0
2014-04-22,-0.9652,-1.0
2014-04-23,0.8849,0.0
2014-04-24,-0.5423,0.0
2014-04-25,-0.8934,-1.0
2014-04-28,-0.872,0.0
2014-04-29,-0.8807,-1.0
2014-04-30,-0.5574,-1.0
2014-05-01,-0.9493,-1.0
2014-05-02,-0.9705,0.0
2014-05-05,-0.6486,0.0
2014-05-06,-0.8658,0.0
2014-05-07,-0.743,-1.0
2014-05-08,-0.9509,-1.0
2014-05-09,-0.6901,-1.0
2014-05-12,-0.5175,-1.0
2014-05-13,-0.872,-1.0
2014-05-14,-0.5859,-1.0
2014-05-15,-0.3102,-1.0
2014-05-16,-0.6705,-1.0
2014-05-19,-0.4588,0.0
2014-05-20,0.4003,0.0
2014-05-21,-0.5615,0.0
2014-05-22,-0.2415,0.0
2014-05-23,-0.765,-1.0
2014-05-27,-0.4767,-1.0
2014-05-28,-0.296,0.0
2014-05-29,-0.8953,-1.0
2014-05-30,-0.8934,-1.0
2014-06-02,-0.802,0.0
2014-06-03,-0.5983,0.0
2014-06-04,0.4588,-1.0
2014-06-05,-0.9081,-1.0
2014-06-06,-0.6808,-1.0
2014-06-09,-0.6486,-1.0
2014-06-10,-0.9595,-1.0
2014-06-11,-0.9712,-1.0
2014-06-12,-0.5859,-1.0
2014-06-13,-0.9228,0.0
2014-06-16,0.6369,-1.0
2014-06-17,0.9716,-1.0
2014-06-18,-0.5267,-1.0
2014-06-19,-0.8271,-1.0
2014-06-20,0.2732,-1.0
2014-06-23,-0.9349,-1.0
2014-06-24,-0.9109,-1.0
2014-06-25,-0.7003,-1.0
2014-06-26,-0.5574,-1.0
2014-06-27,-0.7964,-1.0
2014-06-30,-0.9682,-1.0
2014-07-01,-0.9442,0.0
2014-07-02,-0.9371,-1.0
2014-07-03,0.6249,0.0
2014-07-07,-0.9186,-1.0
2014-07-08,-0.9618,-1.0
2014-07-09,-0.967,-1.0
2014-07-10,-0.6908,-1.0
2014-07-11,0.1027,0.0
2014-07-14,-0.0752,-1.0
2014-07-15,-0.7964,-1.0
2014-07-16,-0.6767,-1.0
2014-07-17,-0.2023,0.0
2014-07-18,-0.6124,-1.0
2014-07-21,-0.9666,-1.0
2014-07-22,-0.9521,-1.0
2014-07-23,-0.8779,-1.0
2014-07-24,-0.9516,0.0
2014-07-25,-0.5859,-1.0
2014-07-28,0.7096,-1.0
2014-07-29,-0.5423,-1.0
2014-07-30,-0.6808,-1.0
2014-07-31,-0.9408,-1.0
2014-08-01,-0.7013,-1.0
2014-08-04,-0.8074,0.0
2014-08-05,-0.8658,-1.0
2014-08-06,-0.7717,-1.0
2014-08-07,-0.6486,-1.0
2014-08-08,-0.8316,-1.0
2014-08-11,-0.9403,-1.0
2014-08-12,-0.7377,-1.0
2014-08-13,0.9287,0.0
2014-08-14,-0.7717,-1.0
2014-08-15,-0.7506,-1.0
2014-08-18,0.4939,-1.0
2014-08-19,-0.8625,-1.0
2014-08-20,0.0227,0.0
2014-08-21,-0.0772,-1.0
2014-08-22,-0.8834,-1.0
2014-08-25,0.1531,-1.0
2014-08-26,0.3612,-1.0
2014-08-27,-0.9741,-1.0
2014-08-28,-0.7845,-1.0
2014-08-29,-0.765,-1.0
2014-09-02,-0.9371,0.0
2014-09-03,-0.8024,-1.0
2014-09-04,-0.8126,-1.0
2014-09-05,-0.0516,0.0
2014-09-08,-0.2263,0.0
2014-09-09,0.0258,-1.0
2014-09-10,-0.9022,-1.0
2014-09-11,-0.7887,-1.0
2014-09-12,-0.6796,0.0
2014-09-15,-0.6597,0.0
2014-09-16,-0.34,-1.0
2014-09-17,-0.8836,0.0
2014-09-18,-0.6705,-1.0
2014-09-19,-0.4588,-1.0
2014-09-22,0.1779,0.0
2014-09-23,-0.7889,-1.0
2014-09-24,0.9062,1.0
2014-09-25,0.3182,-1.0
2014-09-26,0.6454,0.0
2014-09-29,-0.8807,0.0
2014-09-30,-0.9631,-1.0
2014-10-01,-0.5859,-1.0
2014-10-02,0.9201,-1.0
2014-10-03,-0.5994,0.0
2014-10-06,-0.9545,-1.0
2014-10-07,-0.4888,0.0
2014-10-08,-0.9081,-1.0
2014-10-09,-0.8591,0.0
2014-10-10,-0.9413,-1.0
2014-10-13,-0.4703,0.0
2014-10-14,-0.903,-1.0
2014-10-15,-0.9217,-1.0
2014-10-16,0.8118,-1.0
2014-10-17,-0.7906,0.0
2014-10-20,-0.9477,-1.0
2014-10-21,-0.7269,0.0
2014-10-22,0.25,0.0
2014-10-23,0.9138,-1.0
2014-10-24,-0.4767,-1.0
2014-10-27,-0.7717,-1.0
2014-10-28,0.2928,-1.0
2014-10-29,0.4404,-1.0
2014-10-30,-0.7772,0.0
2014-10-31,-0.4404,0.0
2014-11-03,0.5423,-1.0
2014-11-04,-0.8689,-1.0
2014-11-05,-0.9508,-1.0
2014-11-06,0.5423,-1.0
2014-11-07,0.5574,-1.0
2014-11-10,-0.9371,-1.0
2014-11-11,0.9187,0.0
2014-11-12,-0.836,-1.0
2014-11-13,0.0,-1.0
2014-11-14,-0.7506,-1.0
2014-11-17,-0.25,-1.0
2014-11-18,-0.8689,0.0
2014-11-19,-0.25,1.0
2014-11-20,-0.959,0.0
2014-11-21,-0.696,-1.0
2014-11-24,-0.5267,0.0
2014-11-25,-0.9186,0.0
2014-11-26,-0.9349,-1.0
2014-11-28,0.296,1.0
2014-12-01,0.5859,0.0
2014-12-02,0.9217,-1.0
2014-12-03,-0.8733,-1.0
2014-12-04,-0.7184,-1.0
2014-12-05,-0.4767,-1.0
2014-12-08,-0.9475,-1.0
2014-12-09,-0.1779,-1.0
2014-12-10,-0.9908,-1.0
2014-12-11,0.6732,-1.0
2014-12-12,-0.9531,-1.0
2014-12-15,-0.323,0.0
2014-12-16,-0.936,-1.0
2014-12-17,-0.4019,-1.0
2014-12-18,-0.9726,-1.0
2014-12-19,-0.9456,-1.0
2014-12-22,-0.6486,0.0
2014-12-23,-0.9654,-1.0
2014-12-24,-0.9199,-1.0
2014-12-26,0.8176,-1.0
2014-12-29,-0.5423,-1.0
2014-12-30,-0.8979,-1.0
2014-12-31,-0.9062,-1.0
2015-01-02,-0.7024,0.0
