Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,RSI,MACD,MACD_signal,Daily_Return,Tenkan_sen,Kijun_sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span,tk_cross,price_above_cloud,price_below_cloud,cloud_bullish,cloud_thickness,chikou_vs_price,bb_upper,bb_middle,bb_lower,bb_pct_b,bb_bandwidth,bb_price_vs_middle,bb_above_upper,bb_below_lower,bb_squeeze,bb_pct_b_delta,Target
2014-03-12,144.44635021079517,145.72602429329137,142.54861020354917,143.210205078125,17206710,133.55288391113282,136.72269256591798,136.43668247415243,74.46724431405083,2.156631583834695,0.08660025220345213,-0.017733273622028922,140.31439833717735,137.7302831810402,139.02234075910877,140.68532719111653,128.4162139892578,1,1,0,0,1.6629864320077559,-14.793991088867188,145.39774381891573,133.55288391113282,121.70802400334992,0.907658733078246,17.738081815836445,9.657321166992176,0,0,0,-0.17541653886119768,1
2014-03-13,143.63676380686684,147.6411879899021,143.0186846149818,143.819580078125,29306490,134.13258895874023,136.55328155517577,137.13981557929267,82.14442881251965,2.4380624885751274,0.5568926994777872,0.004255108772922789,140.31439833717735,137.7302831810402,139.02234075910877,140.68532719111653,130.75009155273438,1,1,0,0,1.6629864320077559,-13.069488525390625,146.76924531279417,134.13258895874023,121.49593260468629,0.8832893309738975,18.842037497600277,9.686991119384771,0,0,0,-0.02436940210434846,1
2014-03-14,142.41805340398528,145.27337751087643,142.24393758418267,143.998046875,17043720,134.85905075073242,136.42618041992188,137.79298046459814,80.86089123452986,2.645009266813929,0.9745160129450157,0.0012409075091031063,140.31439833717735,137.7302831810402,139.02234075910877,140.68532719111653,131.2936553955078,1,1,0,0,1.6629864320077559,-12.704391479492188,148.00018403310006,134.85905075073242,121.7179174683648,0.8477248091125443,19.488693134370525,9.138996124267578,0,0,0,-0.03556452186135317,1
2014-03-18,144.072030576772,148.77286493186975,144.072030576772,148.10256958007812,29193580,135.90053176879883,136.4207733154297,138.77484609464386,83.28331445720758,3.10443081294099,1.4004989729442108,0.028504016506842866,141.3929113918758,137.7302831810402,139.56159728645798,140.68532719111653,129.8397979736328,1,1,0,0,1.1237299046585463,-18.262771606445312,149.75401595173696,135.90053176879883,122.04704758586071,0.9403959917284654,20.387682082813928,12.202037811279297,0,0,0,0.09267118261592111,1
2014-03-19,148.85991139124425,149.68690824233948,147.68905313080575,148.75979614257812,17798490,136.9813446044922,136.48286682128906,139.72579371825665,84.88955846013198,3.481426669588217,1.816684512273012,0.004437644561896992,142.34200219593504,137.7302831810402,140.03614268848762,137.7302831810402,131.80270385742188,1,1,0,1,2.3058595074474226,-16.95709228515625,151.29852140516755,136.9813446044922,122.66416780381684,0.9113398787367888,20.90383452142845,11.778451538085932,0,0,0,-0.029056112991676653,0
2014-03-20,148.51170168741484,148.51170168741484,145.59543504440867,146.0698699951172,14052620,137.80967025756837,136.5373226928711,140.32999145891003,76.19407096076552,3.5225384125247956,2.1578552923233687,-0.018082346287183637,143.2177638824955,137.7302831810402,140.47402353176784,137.7302831810402,130.63792419433594,1,1,0,1,2.7437403507276485,-15.43194580078125,152.2170731056047,137.80967025756837,123.40226740953204,0.7866651201703105,20.909131878929355,8.260199737548817,0,0,0,-0.12467475856647825,1
2014-03-21,147.81528183111828,149.01659838902708,147.03180065004446,148.17654418945312,16902930,138.71270141601562,136.6412451171875,141.07728219515224,77.00166399017374,3.6826593615244008,2.462816106163575,0.014422373309474157,145.70695161009866,137.7302831810402,141.71861739556942,137.7302831810402,131.12109375,1,1,0,1,3.9883342145292318,-17.055450439453125,153.3403141840808,138.71270141601562,124.08508864795044,0.823492388111984,21.090516756926615,9.463842773437506,0,0,0,0.03682726794167346,1
2014-03-24,148.94260894943855,151.46278479434176,148.94260894943855,150.21792602539062,16494770,139.83622207641602,136.81593475341796,141.947819702794,81.83838711781814,3.9289878941028746,2.756050463751435,0.013776686769853885,146.85336118926222,138.5050580176075,142.67920960343486,138.5050580176075,132.22547912597656,1,1,0,1,4.17415158582736,-17.992446899414062,154.37392571408841,139.83622207641602,125.29851843874361,0.8570613422766404,20.792471967281855,10.381703948974604,0,0,0,0.03356895416465644,1
2014-03-25,150.8447008850696,152.1417890344048,150.4355527199494,151.7674560546875,16789650,140.94446716308593,137.07623168945312,142.8830231648791,81.07870451350765,4.200814776447544,3.045003326290657,0.010315213838293591,147.19286330929373,138.844560137639,143.01871172346637,138.844560137639,129.46881103515625,1,1,0,1,4.17415158582736,-22.29864501953125,155.57174565474898,140.94446716308593,126.31718867142288,0.8699590767267551,20.756087537282212,10.822988891601568,0,0,0,0.012897734450114662,1
2014-03-26,152.70329011340996,154.43128450202744,151.60643229576135,153.86544799804688,20279380,142.12137451171876,137.32136993408204,143.92896838708555,80.96904295959035,4.533273203664237,3.342657301765373,0.013823727417578757,148.33761104310506,140.34090671164628,144.33925887737567,139.98930787145034,127.27294921875,1,1,0,1,4.349951005925334,-26.592498779296875,156.92888403330969,142.12137451171876,127.31386499012783,0.8965580258180488,20.837836071406645,11.74407348632812,0,0,0,0.026598949091293678,1
2014-03-27,154.9536087119796,161.37809404289996,154.9536087119796,159.9156036376953,48585150,143.6202033996582,137.71123840332032,145.4515050776198,84.24218039049124,5.224718595630293,3.7190695605383572,0.0393210803228885,151.8110158135413,144.15298240438182,147.98199910896156,143.46271264188658,127.14353942871094,1,1,0,1,4.519286467074977,-32.772064208984375,159.23818599940495,143.6202033996582,128.00222079991147,1.0216871043991735,21.749004986834475,16.295400238037104,1,0,0,0.12512907858112476,1
2014-03-28,161.6130901360927,166.78837177431572,161.6130901360927,165.56964111328125,33298740,145.33961181640626,138.1914093017578,147.36751803339706,83.97501742461901,6.157942691711639,4.206844186773013,0.03535638391107665,155.43020117554386,147.08459404616295,151.2573976108534,146.1678515075945,129.50335693359375,1,1,0,1,5.089546103258897,-36.0662841796875,162.58800532323633,145.33961181640626,128.0912183095762,1.0864322752395532,23.73529596132172,20.23002929687499,1,0,0,0.06474517084037967,1
2014-03-31,166.705704417442,168.7775602425397,164.11154103926776,166.9407501220703,25924470,147.07213973999023,138.70676879882814,149.23163537517547,82.82173991031391,6.92830140368207,4.751135630154825,0.00828116193022943,157.18649764347418,148.07918828027493,152.63284296187456,147.16244574170645,130.1159210205078,1,1,0,1,5.47039722016811,-36.8248291015625,165.63998367591094,147.07213973999023,128.50429580406953,1.0350273960360834,25.249981361183586,19.868610382080078,1,0,0,-0.05140487920346981,0
2014-04-01,167.8373917128358,168.3205271985642,162.57070750127417,164.84713745117188,22272160,148.76426544189454,139.2055355834961,150.7188260490799,78.19149440599705,7.285891960354405,5.258086896194741,-0.012541052255770624,157.18649764347418,148.45235264135104,152.81942514241263,147.16244574170645,127.7475128173828,1,1,0,1,5.656979400706177,-37.09962463378908,167.33490795657244,148.76426544189454,130.19362292721664,0.9330187282579406,24.96653676810761,16.082872009277338,0,0,0,-0.10200866777814277,1
2014-04-02,167.14094589348215,168.8819974132059,164.33785188407336,168.4380340576172,19202730,150.4978874206543,139.7410903930664,152.40636966894058,86.25218664581578,7.769478684639097,5.760365253883613,0.021783190548328113,157.9568990316252,148.68575553528842,153.3213272834568,147.21466432703957,129.60255432128906,1,1,0,1,6.106662956417239,-38.835479736328125,169.60983109328737,150.4978874206543,131.38594374802125,0.9693438549280544,25.398288308477795,17.94014663696288,0,0,0,0.03632512667011378,0
2014-04-03,168.35969369862025,168.70791200774042,163.97224926906878,165.06910705566406,20425470,151.9498191833496,140.17880920410155,153.61234465815232,78.29161670734517,7.791069791149226,6.166506161336736,-0.02000098743019485,158.91230318132222,149.11284152169776,154.01257235151,147.21466432703957,130.32730102539062,1,1,0,1,6.797908024470416,-34.74180603027344,170.855819103062,151.9498191833496,133.0438192636372,0.8469609628696653,24.88453098703534,13.119287872314459,0,0,0,-0.12238289205838915,1
2014-04-04,165.31287264608872,166.47067375395005,162.8014100614548,165.6436767578125,20800500,153.4270278930664,140.6498486328125,154.7581858105009,78.51819447973728,7.765033400225718,6.486211609114533,0.0034807827606087027,159.65877506657768,149.38031667942207,154.51954587299986,147.21466432703957,129.93902587890625,1,1,0,1,7.304881545960285,-35.70465087890625,171.75640568773807,153.4270278930664,135.09765009839472,0.833253234277747,23.893284053506722,12.216648864746105,0,0,0,-0.013707728591918267,1
2014-04-07,166.24431255148795,167.63715914025525,165.2606141500522,167.34988403320312,22630300,154.6778564453125,141.13525390625,155.95739516504395,77.06905549985579,7.792251812208804,6.747419649733388,0.010300467296951332,160.24421485448363,149.79877948317673,155.0214971688302,147.21466432703957,131.1814727783203,1,1,0,1,7.806832841790623,-36.16841125488281,173.22139668479764,154.6778564453125,136.13431620582736,0.8416830719548314,23.97698114731936,12.672027587890625,0,0,0,0.008429837677084384,1
2014-04-09,168.01585708739665,173.40875817902776,168.01585708739665,172.7993927001953,26631730,156.01781539916993,141.79366973876952,157.56139493029647,79.79288348533048,8.159494828511612,7.029834685489033,0.03256356404711336,164.18118344550368,152.06215986608765,158.12167165579567,149.4780447099505,132.29019165039062,1,1,0,1,8.64362694584517,-40.50920104980469,175.69771994361722,156.01781539916993,136.33791085472265,0.9263632799418311,25.227765808791077,16.78157730102538,0,0,0,0.08468020798699971,1
2014-04-10,173.6699003643661,177.5872665379984,173.25205169179952,176.54698181152344,28796540,157.5553825378418,142.57311157226562,159.3695460618419,86.80615803288501,8.653188119925915,7.35450537237641,0.02168751320689033,169.60017833704555,154.15141404557298,161.87579619130926,151.56729888943582,131.00462341308594,1,1,0,1,10.308497301873444,-45.5423583984375,178.56092820703742,157.5553825378418,136.5498368686462,0.9520615549048218,26.66433266937165,18.99159927368163,0,0,0,0.025698274962990708,0
2014-04-11,175.4109536783657,176.6906277033379,172.7471467800709,173.5959014892578,20895560,159.07466735839844,143.29042541503907,160.72443705492913,80.0845025757827,8.705959212905384,7.624796140482205,-0.016715552381496468,170.0789870196363,155.22992710027142,162.65445705995387,151.56729888943582,133.76559448242188,1,1,0,1,11.087158170518052,-39.83030700683594,180.10566518952288,159.07466735839844,138.043669527274,0.8452340741856988,26.441668155421848,14.52123413085937,0,0,0,-0.10682748071912296,0
2014-04-15,173.66989483357077,174.518662790762,169.5479546930362,170.97561645507812,16863520,160.4324691772461,143.99441833496093,161.70073985494332,74.23519888035824,8.439065289146697,7.787649970215105,-0.015094164157682166,170.0789870196363,156.17901790433066,163.12900246198348,151.56729888943582,136.0304718017578,1,1,0,1,11.561703572547657,-34.94514465332031,180.8459781100655,160.4324691772461,140.01896024442672,0.7582394656530975,25.44810166857994,10.54314727783202,0,0,0,-0.08699460853260133,0
2014-04-16,171.14536621781133,173.63941396781186,169.761220192602,170.57081604003906,19376260,161.76110763549804,144.78876159667968,162.54550901542862,72.55639662013823,8.101496907917863,7.850419357755657,-0.002367591493056098,170.1943382997266,157.0547795908911,163.62455894530885,151.56729888943582,136.09950256347656,1,1,0,1,12.05726005587303,-34.4713134765625,181.15671008759168,161.76110763549804,142.3655051834044,0.7271058201543533,23.980550993503865,8.809708404541027,0,0,0,-0.0311336454987442,1
2014-04-17,171.2454591833114,176.02029315950213,170.86242575157968,175.61114501953125,21513800,163.13653640747071,145.6714016723633,163.78985530153363,74.36595974586413,8.146773030300153,7.909690092264556,0.02954977349882082,170.1943382997266,159.54396731849425,164.86915280911043,151.56729888943582,142.33331298828125,1,1,0,1,13.301853919674613,-33.27783203125,182.36349019630924,163.13653640747071,143.9095826186322,0.8244041866710625,23.57160966175575,12.474608612060536,0,0,0,0.0972983665167092,1
2014-04-21,176.02031017025536,180.9649035110184,176.02031017025536,180.38165283203125,18872420,164.71762924194337,146.71071044921874,165.37002649491436,73.6091548242123,8.469958387234385,8.021743751258523,0.02716517685690989,171.8831567862366,161.60442054760054,166.7437886669186,153.25611737594582,146.00021362304688,1,1,0,1,13.48767129097277,-34.381439208984375,184.15514476640644,164.71762924194337,145.2801137174803,0.9029327608863884,23.60101418884863,15.66402359008788,0,0,0,0.07852857421532589,0
2014-04-22,180.5470447844688,180.80820517991327,177.60467662642446,178.33155822753906,18364100,166.33071365356446,147.66233978271484,166.60445808849767,66.05696043840177,8.463102235331803,8.11001544807318,-0.011365316662228397,173.1127588305353,161.60442054760054,167.3585896890679,153.25611737594582,145.79563903808594,1,1,0,1,14.102472313122092,-32.535919189453125,184.6317756988976,166.33071365356446,148.02965160823132,0.827872900060324,22.00563160385496,12.000844573974604,0,0,0,-0.07505986082606442,1
2014-04-23,178.02253988789386,180.8952779070221,177.6612774975086,179.781005859375,23265390,167.91093673706055,148.63208679199218,167.8593674000098,66.12374080428341,8.47691044894114,8.183394448246773,0.0081278246331844,174.49038029920752,161.60442054760054,168.04740042340404,153.25611737594582,143.210205078125,1,1,0,1,14.791283047458222,-36.57080078125,185.09254755533604,167.91093673706055,150.72932591878507,0.8454294608305487,20.465147955408003,11.870069122314447,0,0,0,0.017556560770224716,0
2014-04-24,179.781005859375,179.781005859375,179.781005859375,179.781005859375,0,169.38909072875975,149.63091094970704,168.99476153899698,69.79346324226549,8.391125881838036,8.224940734965026,0.0,175.2564291020273,161.60442054760054,168.43042482481394,153.25611737594582,143.819580078125,1,1,0,1,15.17430744886812,-35.96142578125,185.26483247530587,169.38909072875975,153.51334898221364,0.8272891212429834,18.744703898278434,10.391915130615246,0,0,0,-0.018140339587565335,1
