Date,Close,High,Low,Open,Volume
2014-01-01,135.267578125,135.68713849007676,134.72213967748922,135.22562208849232,1930884
2014-01-02,132.14183044433594,136.35845737259928,131.86912116884125,135.24660734527885,7046088
2014-01-03,132.0579071044922,132.58236254998434,130.21182154286117,132.16280218275503,12462028
2014-01-06,132.43551635742188,132.87605971266785,131.53344664291313,132.16279714266759,8469206
2014-01-07,132.87608337402344,133.1697756721819,131.21879475927676,132.79216131592287,8078735
2014-01-08,132.93894958496094,133.42144883307623,131.63830290670504,133.21166871931038,7763390
2014-01-09,132.41452026367188,132.87604657731083,131.17680239053342,132.87604657731083,7959027
2014-01-10,135.35145568847656,136.14863015178383,131.74319757714275,133.29559047794686,9541138
2014-01-13,136.54725646972656,136.90387780474322,135.35149443248193,135.77105481068463,6603277
2014-01-14,136.12770080566406,138.45628608820235,135.8759645515822,136.77802444849843,7859778
2014-01-15,137.97373962402344,138.24645879285302,134.82700760096856,136.400373612496,9189578
2014-01-16,136.56822204589844,138.83386791031703,135.7920304021459,138.0367032352551,4928354
2014-01-17,136.29550170898438,137.61713177667642,135.30952989568263,136.77800110006666,11712237
2014-01-20,138.54017639160156,138.66604449885352,135.56126793457307,136.14866240799296,8938669
2014-01-21,138.05767822265625,139.44223738766033,137.8269150375186,138.56116062905556,7243659
2014-01-22,137.3444061279297,137.93180056591456,135.4353916570718,137.8269054964104,11806241
2014-01-23,138.01568603515625,138.4562292855196,136.48427615839506,136.92481940875842,6535486
2014-01-24,136.0437469482422,138.6240676925655,135.68711571134162,137.57515698305048,5324998
2014-01-27,136.02281188964844,136.56824042493542,133.69422667210452,134.47041842031513,9599991
2014-01-28,137.0507049560547,137.59614332524288,133.7990776884409,136.0017942210708,13619641
2014-01-29,136.35842895507812,137.8269000324595,136.02278070262747,137.3234276537835,9476826
2014-01-30,136.1906280517578,136.65214447757415,133.42149957812532,134.91095391171802,15933336
2014-01-31,136.40040588378906,136.65214211169416,135.1417147713522,136.3164938078207,9742894
2014-02-03,134.38645935058594,136.25351748947753,134.13472319154837,135.37243095993742,6870129
2014-02-04,136.3164520263672,136.67308322637976,132.54036987352725,133.63123649967307,13377546
2014-02-05,133.82008361816406,136.2535537489335,133.2117160854717,135.30953791486917,9475363
2014-02-06,136.16961669921875,136.48429191049718,132.79212138092777,134.260602375924,12047787
2014-02-07,135.70814514160156,137.1975996565244,134.34455875813399,137.1975996565244,12389542
2014-02-10,136.35842895507812,136.50528005198018,134.6801677470053,135.3304912225833,7082805
2014-02-11,136.40040588378906,136.88290530706286,135.3305119558254,135.98084550394722,7869507
2014-02-12,134.4913787841797,137.19756791668866,133.84104529607592,136.56821743209616,9472266
2014-02-13,132.95997619628906,135.51931436956116,132.26768663441555,134.55431555679192,4303860
2014-02-14,134.1767120361328,134.38649221997395,132.03693421513123,133.46344943816194,6031797
2014-02-17,134.3025665283203,135.20462621382495,133.23267273984993,134.68017082094573,5141648
2014-02-18,132.95997619628906,134.9109468536298,132.64530093596673,134.2606233011829,6074237
2014-02-19,132.85507202148438,133.778114734534,132.62430884999438,133.33757139483055,3359398
